,dam_code,geometry
1680,2216,POINT (132.8728741127376 33.97466551005576)
1681,2215,POINT (132.81670322 33.9811398)
1682,2219,POINT (132.7671254877906 33.87136048901513)
1683,2227,POINT (132.8750493845123 33.76647959039309)
1684,2223,POINT (132.79049657 33.69791341)
1685,2226,POINT (132.8376389 33.87938889000002)
1686,2224,POINT (132.8168174224965 33.85906474608247)
1687,2222,POINT (132.84750478 33.82861902)
1688,2221,POINT (132.85510187 33.82014704)
1689,2228,POINT (132.74304208 33.75484373)
1690,2230,POINT (132.62926578 33.35925403)
1691,2235,POINT (132.6853333000001 33.45025)
1692,2229,POINT (132.5213889 33.43305556)
1693,2236,POINT (132.7115278 33.35927778)
1694,2233,POINT (132.70025432 33.45685996)
1695,2237,POINT (133.02795078 34.25203647)
1696,2239,POINT (133.0134196306965 34.24530391284777)
1697,2240,POINT (133.0123540755336 34.22894992547831)
1698,2241,POINT (132.52127047 33.28728094)
1699,2242,POINT (132.39275794 33.50031501999999)
1700,2243,POINT (132.33354878 33.48129581000001)
1701,2072,POINT (132.55462707 33.08528865000001)
1702,2193,POINT (133.3374009368877 33.93886842253026)
1703,2198,POINT (133.0925567845158 33.88773835927148)
1704,2210,POINT (132.9466558309182 34.08357264877239)
1705,2220,POINT (132.92075981 33.80895386)
1706,2225,POINT (132.86787805 33.74555802)
1707,2238,POINT (133.0154110048237 34.29043483703425)
1708,2211,POINT (132.9025364692053 34.03541576622622)
1709,2191,POINT (133.5870032539414 33.98874600818667)
1710,2218,POINT (132.7949713320335 33.9326262827877)
1711,2199,POINT (132.9810017205421 33.82276323273486)
1712,2231,POINT (132.7398648239813 33.38695910152052)
1713,2234,POINT (132.6853355779478 33.4502503085937)
1714,2069,POINT (132.6321380218748 32.9749766233194)
1715,2209,POINT (132.9459185682135 34.04412665904437)
1716,2192,POINT (133.6034570575128 34.02448673927989)
1717,2217,POINT (132.8605035609903 33.9897096116816)
1718,2232,POINT (132.7461813128574 33.39597948748378)
1719,2070,POINT (132.6161586359093 32.96825533696334)
1720,2124,POINT (134.41997127 34.20206121000001)
1721,2126,POINT (134.42107469 34.17033760000001)
1722,2125,POINT (134.40639604 34.18348246)
1723,2127,POINT (134.38980802 34.18841357)
1724,2130,POINT (134.2673635139683 34.20072091040824)
1725,2131,POINT (134.2973889 34.22207852000001)
1726,2132,POINT (134.2486127100001 34.23632775)
1727,2133,POINT (134.2190714947501 34.24917819168693)
1728,2135,POINT (134.17236985 34.22463097999999)
1729,2136,POINT (134.1776877579892 34.23812759247523)
1730,2137,POINT (134.19825 34.24255556)
1731,2139,POINT (134.16410321 34.23326102)
1732,2141,POINT (134.1040446468501 34.24473149525782)
1733,2145,POINT (134.06250075 34.22492225)
1734,2144,POINT (134.07217314 34.23367536)
1735,2143,POINT (134.1276111 34.22155555999998)
1736,2150,POINT (134.0158333 34.33166667)
1737,2148,POINT (134.105257336276 34.15389183259637)
1738,2149,POINT (134.07454358 34.16861267)
1739,2147,POINT (134.03674135 34.21490394)
1740,2154,POINT (133.92204117 34.32883410999999)
1741,2155,POINT (133.97673808 34.19607542)
1742,2157,POINT (134.0025949017357 34.19026940826956)
1743,2156,POINT (133.97673808 34.19607542)
1744,2158,POINT (133.92123261 34.2846555)
1745,2159,POINT (133.9980897506192 34.18005038269282)
1746,2160,POINT (133.8719945137293 34.23888177297111)
1747,2161,POINT (133.93795953 34.16773246000001)
1748,2162,POINT (133.9052222 34.17388889)
1749,2164,POINT (133.86580101 34.16487605)
1750,2165,POINT (133.8746676631284 34.1447381298023)
1751,2167,POINT (133.7682222 34.16497222000002)
1752,2169,POINT (133.879689761271 34.13663533930828)
1753,2168,POINT (133.83301991 34.11549845)
1754,2171,POINT (133.7974880148568 34.10940659310908)
1755,2172,POINT (133.7405 34.08227777999998)
1756,2173,POINT (133.69570344 34.04311696)
1757,2176,POINT (133.6861672220972 34.06603657161971)
1758,2174,POINT (133.68455861 34.04172378)
1759,2175,POINT (133.68449613 34.04182791)
1760,2177,POINT (133.6866088283383 34.07695218231527)
1761,2180,POINT (134.3218311866156 34.4915683595698)
1762,2181,POINT (134.3008720700767 34.49508354888319)
1763,2182,POINT (134.3008848648973 34.49508624290576)
1764,2186,POINT (134.2536383879833 34.50942434021911)
1765,2183,POINT (134.2705833 34.50144444)
1766,2185,POINT (134.24782852 34.50197936000001)
1767,2188,POINT (133.64774135 34.0537365)
1768,2187,POINT (134.3340556811877 34.55276418109582)
1769,2134,POINT (134.2443639182897 34.25588419126736)
1770,2152,POINT (134.01074685 34.2170344)
1771,2128,POINT (134.2673460030266 34.20072815182585)
1772,2166,POINT (133.8746730139312 34.14475559812816)
1773,2151,POINT (133.9894031378726 34.26052181785082)
1774,2178,POINT (133.7280898780842 34.0656202481599)
1775,2146,POINT (134.0312997588937 34.16226562333711)
1776,2138,POINT (134.0427701198386 34.24128143947295)
1777,2142,POINT (134.085298786143 34.23762807151321)
1778,2140,POINT (134.1062958952553 34.23641421155973)
1779,2170,POINT (133.7704487181849 34.13471995951836)
1780,2179,POINT (134.3243018953729 34.49624213503685)
1781,2184,POINT (134.2658796068606 34.50173373293127)
1782,2153,POINT (134.0254906002269 34.22336467485223)
1783,2163,POINT (133.865800774098 34.16488108577401)
1784,2129,POINT (134.3484450818721 34.20184639649342)
1785,2045,POINT (133.8061645 34.03361421)
1786,2041,POINT (134.02903821 33.85087694)
1787,2055,POINT (133.79121431 33.9562635)
1788,2054,POINT (133.91767862 33.95691744)
1789,2059,POINT (133.81943425 33.89837058)
1790,2049,POINT (134.05021582 33.92010397)
1791,2056,POINT (134.1609272999304 34.13506933283791)
1792,2037,POINT (134.5851205149985 34.14501158121961)
1793,2036,POINT (134.3550833 34.14758333)
1794,2058,POINT (134.34862302 34.15229764)
1795,2057,POINT (134.5832222 34.17783333)
1796,2062,POINT (134.42673652 33.91307615)
1797,2063,POINT (134.2450556 33.80613889)
1798,2065,POINT (134.36025 33.80877778)
1799,2067,POINT (134.46671195 33.79918172)
1800,2066,POINT (134.31840468 33.84531347)
1801,2068,POINT (134.58969485 33.81417560999999)
1802,2064,POINT (134.3602276976338 33.80873995509111)
1803,2044,POINT (134.3533948700168 34.14379469452951)
1804,2043,POINT (134.3200524589638 34.13112242855728)
1805,2061,POINT (134.2858637446654 34.11383189384345)
1806,2039,POINT (134.1122588503632 34.07004057328035)
1807,1688,POINT (131.2683012164456 34.3421684934096)
1808,1706,POINT (131.5389817 34.49811981000001)
1809,1712,POINT (131.4871408103747 34.35947084376802)
1810,1713,POINT (131.7240397942086 34.37829323357762)
1811,1707,POINT (131.5731667 34.33077778)
1812,1709,POINT (131.5072222 34.32388889)
1813,1716,POINT (131.15651679 34.36021353)
1814,1717,POINT (131.15119928 34.36273418)
1815,1725,POINT (131.0157651473503 34.35486715759451)
1816,1720,POINT (131.0474975275467 34.34891065307855)
1817,1722,POINT (131.12062865 34.34724209000002)
1818,1723,POINT (131.10542057 34.35616744)
1819,1718,POINT (131.11220374 34.3490858)
1820,1724,POINT (131.08230786 34.35961575999998)
1821,1721,POINT (131.0568889 34.34177778)
1822,1726,POINT (130.94489352 34.13746431)
1823,1728,POINT (130.9308333 34.05041667000001)
1824,1729,POINT (130.9407302661537 34.04559861451035)
1825,1731,POINT (130.9575808107203 34.06041424321544)
1826,1730,POINT (130.94970642 34.06876256999998)
1827,1989,POINT (131.93667159 34.2537245)
1828,1979,POINT (131.82821667 34.14425558999999)
1829,1986,POINT (131.90370094 34.14112213)
1830,1988,POINT (131.9115401158671 34.16434513236246)
1831,1982,POINT (132.15079047 34.12904532000001)
1832,1987,POINT (131.85539201 34.14297703999998)
1833,1980,POINT (131.9366745987665 34.13839390748861)
1834,1985,POINT (132.04479148 34.20117723000001)
1835,1993,POINT (132.1124733115008 33.99456021791152)
1836,1991,POINT (132.0870767533703 33.99653563449998)
1837,1994,POINT (132.08072341 34.00074370999999)
1838,1990,POINT (132.07960085 34.00448727)
1839,1992,POINT (132.09528494 33.99237865)
1840,1995,POINT (132.05237258 34.05760148)
1841,1997,POINT (131.9013170346524 34.08607275986154)
1842,1996,POINT (131.8735956640984 34.05549357015482)
1843,1998,POINT (131.822314723682 34.06476255715778)
1844,1999,POINT (131.78690629 34.10853817999999)
1845,2001,POINT (131.593881169468 34.07336244909101)
1846,2005,POINT (131.65517862 34.27688579)
1847,2003,POINT (131.77552764 34.1702635)
1848,2004,POINT (131.52806274 34.07545562000001)
1849,2007,POINT (131.49222472 34.23378029999999)
1850,2008,POINT (131.46892399 34.20350574999998)
1851,2009,POINT (131.31454685 33.99971508)
1852,2013,POINT (131.28308641 34.07176754)
1853,2016,POINT (131.2816908273945 34.05093049080713)
1854,2018,POINT (131.25300729 34.09143963)
1855,2021,POINT (131.18947531 34.17317862)
1856,2020,POINT (131.1885818401656 34.07283782259464)
1857,2025,POINT (131.1184477734653 34.23608939184603)
1858,2024,POINT (131.04395116 34.14108784)
1859,2031,POINT (131.1315671132303 34.18885234844445)
1860,2030,POINT (131.0263056 34.153)
1861,2028,POINT (130.95677931 34.10437384)
1862,2032,POINT (131.06177292 34.11884125000001)
1863,2033,POINT (132.2161944 33.90891666999999)
1864,2189,POINT (131.1541667 34.77)
1865,1714,POINT (131.1995932585247 34.33585699960874)
1866,1732,POINT (130.9253361988782 34.0812849237328)
1867,2010,POINT (131.2692745724157 33.99473853768232)
1868,2023,POINT (131.07910997 34.212878)
1869,2022,POINT (131.1184483265126 34.23608828846428)
1870,2006,POINT (131.4800084334688 34.09029645880523)
1871,1708,POINT (131.7061225529598 34.42053486762554)
1872,1981,POINT (131.9357488619867 34.12032971464282)
1873,1715,POINT (131.1424998499427 34.36449925128199)
1874,2011,POINT (131.2280798456715 34.26925219822527)
1875,2027,POINT (131.1491423900547 34.22839130083229)
1876,2029,POINT (131.0189075658482 34.09972006134723)
1877,1727,POINT (130.95302372071 34.15882112764363)
1878,2002,POINT (131.6478988799021 34.25804700620971)
1879,2000,POINT (131.8449971523922 34.06182120209137)
1880,1983,POINT (131.8908537951183 34.1625312550027)
1881,1984,POINT (131.922302586023 34.16275883195693)
1882,1702,POINT (131.2223705368147 34.35871814365456)
1883,1703,POINT (131.2111162450783 34.36652771822421)
1884,1719,POINT (131.1148067913223 34.38374272270269)
1885,1711,POINT (131.583251013962 34.46630035996719)
1886,1705,POINT (131.5418568146148 34.4726134434014)
1887,1704,POINT (131.5286583825689 34.46454322341355)
1888,2012,POINT (131.2906295412858 34.28179547592841)
1889,2026,POINT (131.145301907467 34.1975483408055)
1890,2017,POINT (131.331288921471 34.30227937104853)
1891,2019,POINT (131.4774398446801 34.05512012778447)
1892,2014,POINT (131.3510389065904 34.19028517415801)
1893,1665,POINT (132.62087242 34.64345173000001)
1894,1669,POINT (132.59875 34.59177778)
1895,1667,POINT (133.07452273 34.90281626999999)
1896,1680,POINT (132.80339041 34.66485071)
1897,1664,POINT (132.97683717 34.63917301999999)
1898,1672,POINT (132.9889665055946 34.78107547221217)
1899,1670,POINT (133.0015892693991 34.84476968022751)
1900,1679,POINT (133.0225190738371 34.89843013006575)
1901,1678,POINT (132.7933611 34.99405556)
1902,1666,POINT (132.8137543110091 34.95583456296169)
1903,1673,POINT (132.6797617708319 34.78456317720241)
1904,1878,POINT (133.23483641 34.8278563)
1905,1877,POINT (133.23483641 34.8278563)
1906,1887,POINT (133.33368651 34.73127871)
1907,1921,POINT (132.9325833 34.55988889000002)
1908,1908,POINT (133.4001255016944 34.44131755958001)
1909,1914,POINT (133.05346522 34.56853647)
1910,1917,POINT (133.10427819 34.61592502999999)
1911,1910,POINT (133.14616982 34.58831108000001)
1912,1901,POINT (133.00837497 34.60890576000001)
1913,1920,POINT (133.09432777 34.55328568999999)
1914,1919,POINT (133.07612714 34.50015394)
1915,1913,POINT (133.0731839932859 34.53931695254226)
1916,1911,POINT (133.070334510221 34.64034940418882)
1917,1912,POINT (133.0688889 34.52916667)
1918,1907,POINT (133.2645352260637 34.66306123665429)
1919,1915,POINT (133.28663327 34.64029376)
1920,1918,POINT (133.31778554 34.55838268)
1921,1905,POINT (133.3267074337897 34.60832447330941)
1922,1909,POINT (133.339043517017 34.59997693657557)
1923,1916,POINT (133.3474021499792 34.43288907313535)
1924,1906,POINT (133.35218324 34.42130307)
1925,1922,POINT (133.333580410751 34.41256641446825)
1926,1923,POINT (133.2506847297144 34.47998221566914)
1927,1957,POINT (133.21670169 34.43732216)
1928,1927,POINT (133.1838508542757 34.49427431583137)
1929,1926,POINT (133.14730861 34.47530804)
1930,1924,POINT (133.17974211 34.49397052)
1931,1928,POINT (133.16501207 34.42650309999998)
1932,1929,POINT (133.1763315072795 34.42252643644959)
1933,1933,POINT (132.7736610067442 34.52677698741698)
1934,1932,POINT (132.9977437038905 34.48492974173381)
1935,1936,POINT (132.7059284765182 34.54625048464839)
1936,1935,POINT (132.7674722 34.46302778)
1937,1934,POINT (132.8923209179243 34.50171850049808)
1938,1930,POINT (132.9544526302962 34.38714351274106)
1939,1931,POINT (132.92041671 34.40481868000001)
1940,1939,POINT (132.8433355347724 34.37702103238846)
1941,1938,POINT (132.897913396378 34.44739039380072)
1942,1940,POINT (132.79542695 34.35260319999998)
1943,1941,POINT (132.7096389 34.28830556)
1944,1944,POINT (132.68487211 34.38124674)
1945,1942,POINT (132.7072394306047 34.35859860755798)
1946,1943,POINT (132.6336503462365 34.28293566215549)
1947,1945,POINT (132.7574722 34.37830556)
1948,1947,POINT (132.768259142772 34.3674623235251)
1949,1949,POINT (132.66133893 34.41665239000001)
1950,1948,POINT (132.6649113423837 34.36633234621116)
1951,1946,POINT (132.65893386 34.37773293)
1952,1951,POINT (132.5619790348514 34.3067942995383)
1953,1956,POINT (132.5008877861597 34.4781135162737)
1954,1952,POINT (132.16390629 34.54477762)
1955,1961,POINT (132.1942346797236 34.56729551124676)
1956,1962,POINT (132.16930711 34.65142862)
1957,1954,POINT (132.31347145 34.6981271)
1958,1955,POINT (132.29948245 34.63431705)
1959,1960,POINT (132.3876667 34.54016667000001)
1960,1959,POINT (132.51679519 34.56262134999999)
1961,1958,POINT (132.50609142 34.58596648000002)
1962,1965,POINT (132.33066463 34.42685952)
1963,1964,POINT (132.3775165361694 34.43957911848669)
1964,1968,POINT (132.09524925 34.42633892)
1965,1969,POINT (132.16299629 34.23322811999999)
1966,1967,POINT (132.12360602 34.30803643)
1967,1966,POINT (132.20659826 34.31867209)
1968,1970,POINT (133.09657717 34.28780478000002)
1969,1971,POINT (133.1784077628734 34.31600034793114)
1970,1972,POINT (132.86505711 34.22913966)
1971,1973,POINT (132.900219765643 34.23700346172679)
1972,1976,POINT (132.8576596185782 34.17156449091105)
1973,1977,POINT (132.4085843728114 34.23586225633304)
1974,1978,POINT (132.4085835177085 34.235862231383)
1975,1668,POINT (132.8801438864976 34.74626215629045)
1976,1963,POINT (132.40820548 34.52265204)
1977,1950,POINT (132.6010018440189 34.31550562881252)
1978,354,POINT (132.4369905009324 34.49304429443224)
1979,1659,POINT (132.9298667298643 34.72218906353685)
1980,1660,POINT (132.8628254257725 34.76921431332061)
1981,1953,POINT (132.2153361072587 34.59641188189646)
1982,353,POINT (132.6178851740642 34.48040140765518)
1983,1902,POINT (133.3075075896956 34.58812769639609)
1984,1904,POINT (133.2842922382418 34.48928748627169)
1985,352,POINT (132.5265625298827 34.40926524990543)
1986,1661,POINT (132.6797527124368 34.78458849961287)
1987,1899,POINT (133.0943215415498 34.55328529322371)
1988,1903,POINT (133.1116957788194 34.53725003693416)
1989,1925,POINT (133.1561129202895 34.45668209535751)
1990,1900,POINT (133.3200790964648 34.5722836832491)
1991,1663,POINT (133.0102206969753 34.62622039494937)
1992,1975,POINT (132.9143094883742 34.24260728385169)
1993,1734,POINT (134.31085557 34.75562151)
1994,1733,POINT (134.27837286 34.75130477999998)
1995,1736,POINT (134.18360321 34.70992923)
1996,1786,POINT (133.8939583381851 35.12688787936676)
1997,1777,POINT (133.900715977344 35.12692153003625)
1998,1742,POINT (134.10519274 34.73534203)
1999,1751,POINT (133.9875556 35.30033333000002)
2000,1790,POINT (133.98547793 35.21217069)
2001,1755,POINT (133.9182707094271 35.12914428803841)
2002,1757,POINT (133.9262804336055 35.12922191666993)
2003,1746,POINT (133.9485029485501 34.97168786816223)
2004,1771,POINT (133.9915980785308 34.99469811248618)
2005,1791,POINT (133.8993298786338 34.96079804451872)
2006,1754,POINT (133.9850833 35.11391667)
2007,1770,POINT (134.0288889 35.12027778)
2008,1782,POINT (134.10880028 35.1677216)
2009,1758,POINT (134.03865333 35.22636034)
2010,1785,POINT (134.12423336 35.11649845000002)
2011,1769,POINT (134.099017414826 35.12989079802227)
2012,1789,POINT (134.105450357372 35.12631222209778)
2013,1761,POINT (134.3033856180487 35.12026351456767)
2014,1774,POINT (134.2302764062989 34.94946703782567)
2015,1788,POINT (134.22706349 35.10041357000001)
2016,1784,POINT (134.20304132 35.12533349000002)
2017,1772,POINT (134.2071231372655 34.93007622340754)
2018,1792,POINT (134.0361653661917 34.91552221089005)
2019,1744,POINT (134.03127705 34.93427218999999)
2020,1748,POINT (134.1311122819824 34.86493664204541)
2021,1773,POINT (134.30148975 34.80433101)
2022,1781,POINT (134.15929434 34.81229532)
2023,1779,POINT (134.15202051 34.80608969)
2024,1780,POINT (134.2061389 34.79810086999998)
2025,1778,POINT (134.25068829 34.87113059)
2026,1787,POINT (134.24122668 34.89963551000001)
2027,1775,POINT (134.24607079 34.86876987)
2028,1767,POINT (134.2194517134812 34.83504015824651)
2029,1749,POINT (134.2058333 34.8375)
2030,1768,POINT (134.17260366 34.86769130999998)
2031,1793,POINT (134.02946306 34.77224332)
2032,1794,POINT (133.73264604 35.20782635)
2033,1829,POINT (133.7366698481442 35.18279488671064)
2034,1810,POINT (133.85673154 34.91361111)
2035,1801,POINT (133.54510214 35.23161173)
2036,1814,POINT (133.83055635 34.88829997)
2037,1809,POINT (133.6063333 35.01163889)
2038,1808,POINT (133.59951404 35.00065478)
2039,1825,POINT (133.708093272319 35.04207684715679)
2040,1834,POINT (133.85516896 35.02219522)
2041,1831,POINT (133.74136094 34.94089758)
2042,1833,POINT (133.9391631172816 34.95929439778436)
2043,1804,POINT (133.9381814623372 34.96966962602392)
2044,1830,POINT (133.9375467 34.94532945000001)
2045,1815,POINT (133.9295439436629 34.93970355401391)
2046,1812,POINT (133.9681306097944 34.89298300562318)
2047,1832,POINT (133.9857758029407 34.92709373029016)
2048,1828,POINT (133.70993798 34.8636775)
2049,1811,POINT (133.7713151373248 34.82274139115047)
2050,1838,POINT (133.7955419614817 34.78817556901259)
2051,1839,POINT (133.79554358 34.7881752)
2052,1840,POINT (133.78790157 34.48380633)
2053,1854,POINT (133.45687538 35.05627964)
2054,1864,POINT (133.45660069 34.96249845)
2055,1873,POINT (133.35775893 35.07421846)
2056,1885,POINT (133.3403202214943 35.03389654516152)
2057,1886,POINT (133.55022189 35.11891744)
2058,1894,POINT (133.53088267 34.9806555)
2059,1882,POINT (133.5431292332391 34.96842160787466)
2060,1852,POINT (133.67126905 34.88564603)
2061,1866,POINT (133.40066805 34.82270172999998)
2062,1871,POINT (133.4253611 34.81025)
2063,1872,POINT (133.44931038 34.78735553)
2064,1867,POINT (133.43227302 34.72084939)
2065,1869,POINT (133.73003569 34.80027778)
2066,1865,POINT (133.72874673 34.77274922999999)
2067,1880,POINT (133.48913397 34.63646524)
2068,1874,POINT (133.47719123 34.64301676)
2069,1856,POINT (133.5927492948087 34.68429428742226)
2070,1868,POINT (133.427362622835 34.67859425950746)
2071,1883,POINT (133.5148333 34.64725)
2072,1870,POINT (133.53155966 34.64236119000001)
2073,1893,POINT (133.6604781026869 34.58717831908454)
2074,1857,POINT (133.5369440553905 34.55953647221361)
2075,1802,POINT (133.7984786034221 34.96220506978122)
2076,1827,POINT (133.8218318448065 34.87376076439439)
2077,1826,POINT (133.65878679 34.89942712)
2078,1846,POINT (133.416057244028 35.06106648373784)
2079,1844,POINT (133.5515677932062 34.96745695178227)
2080,1875,POINT (133.6545487199647 34.79923757617675)
2081,1881,POINT (133.646503364496 34.68856465867614)
2082,1807,POINT (133.911624042793 34.87031715826715)
2083,1884,POINT (133.4035938980272 34.84858718756683)
2084,1898,POINT (133.57443869 34.56792616)
2085,1847,POINT (133.4114084238457 34.6289475987892)
2086,1855,POINT (133.5224219942709 34.61686022411538)
2087,1888,POINT (133.4088163242993 34.62032036533668)
2088,1889,POINT (133.4098166073188 34.64419250750854)
2089,1890,POINT (133.4184241752405 34.63300547914383)
2090,1892,POINT (133.4254166605533 34.63328681493956)
2091,1891,POINT (133.4746107252207 34.61368990362244)
2092,1835,POINT (133.8387583066129 34.73267145346774)
2093,2650,POINT (134.0112965630028 34.58363573951782)
2094,2651,POINT (134.0174847370367 34.58585039879928)
2095,1837,POINT (133.831155096859 34.76391294882315)
2096,1806,POINT (133.8824942979323 34.89521332698229)
2097,1859,POINT (133.6873314168289 34.81610640030659)
2098,1845,POINT (133.5606884524223 34.57356886379247)
2099,1799,POINT (133.9498713208515 34.93031598322452)
2100,1803,POINT (133.9759289884512 34.91528074529829)
2101,1817,POINT (133.9418735060429 34.9407665694233)
2102,1818,POINT (133.9125491812828 34.91738913680293)
2103,1819,POINT (133.9724579133835 34.94588975723541)
2104,1820,POINT (133.9707727519312 34.91798581711441)
2105,1822,POINT (133.9659184391027 34.91722297032988)
2106,1823,POINT (133.9253303850902 34.95445620603376)
2107,1824,POINT (133.94322282592 34.95099543224551)
2108,1816,POINT (133.9904832829187 34.93945466357311)
2109,1798,POINT (133.9478123461373 34.93543046662102)
2110,1821,POINT (133.9380279062507 34.954132271683)
2111,1737,POINT (133.9639923013839 35.00729637392509)
2112,1739,POINT (134.0050463496187 34.94691069577899)
2113,1745,POINT (133.9433181927373 34.98605087694718)
2114,1756,POINT (133.8719360794856 35.03745255449781)
2115,1766,POINT (133.9870169258454 35.01600023506586)
2116,1738,POINT (133.9999467103553 34.9860257176142)
2117,1805,POINT (133.888670767878 34.97049163355514)
2118,1841,POINT (133.657245037587 34.92987468750946)
2119,1974,POINT (133.9386925435122 34.51429974675166)
2120,1849,POINT (133.4918254181507 34.81088222162784)
2121,1765,POINT (134.1325051721948 35.05858143200868)
2122,1741,POINT (134.1424141167612 35.12907710037985)
2123,1747,POINT (134.1514909908713 35.13080174961001)
2124,1843,POINT (133.5621275722148 34.62497052646003)
2125,1848,POINT (133.5916348028908 34.63138841411812)
2126,1851,POINT (133.5810757761736 34.59344978508935)
2127,1858,POINT (133.615613390417 34.63643949483983)
2128,1860,POINT (133.5993024169132 34.59538733492588)
2129,1861,POINT (133.6324504075533 34.58911260493802)
2130,1879,POINT (133.6384357145971 34.60154477035737)
2131,1842,POINT (133.4800605793977 34.90943955404531)
2132,1795,POINT (133.6892980253574 34.95592458891817)
2133,1797,POINT (133.6427279947083 34.92093845583624)
2134,1800,POINT (133.7152546545395 35.04999458790852)
2135,1813,POINT (133.8118880320758 35.06638609635019)
2136,1796,POINT (134.0348255435567 34.76951153386038)
2137,1895,POINT (133.6524153344438 34.57023201236463)
2138,1896,POINT (133.6461728483768 34.57611673088844)
2139,1897,POINT (133.6473554178953 34.58199634411787)
2140,1836,POINT (133.754501955345 34.70761071031121)
2141,1850,POINT (133.7459196299937 34.76274300331811)
2142,1750,POINT (134.0637476007036 35.02221545432442)
2143,1862,POINT (133.6913272790732 34.6980044691599)
2144,1753,POINT (133.8253113443016 35.05120188342863)
2145,1759,POINT (133.8819204466878 35.05675256160269)
2146,1760,POINT (133.8701090785894 35.05515860342109)
2147,1740,POINT (133.9864113309491 35.09492965499506)
2148,1752,POINT (134.0502034107787 35.11605223883074)
2149,1743,POINT (134.0819774818013 35.12517097436276)
2150,1763,POINT (133.90857080574 35.12915401367879)
2151,1735,POINT (134.255993935154 34.74790319970457)
2152,1776,POINT (134.168896634245 34.70314790926201)
2153,1764,POINT (134.2845874336615 35.06310338058353)
2154,1783,POINT (134.1902258901119 34.84459224359887)
2155,1863,POINT (133.6584996290169 34.79134356156428)
2156,1876,POINT (133.6368875306273 34.80513382270361)
2157,1853,POINT (133.6083208377334 34.69983639893584)
2158,1762,POINT (134.0360982761138 35.02321382730003)
2159,1633,POINT (132.9511803550763 35.22471035106115)
2160,1648,POINT (133.0417778 35.19002778)
2161,1651,POINT (133.1115283 35.09512068)
2162,1653,POINT (132.96175563 35.19277778)
2163,1640,POINT (133.01497145 35.28250713999999)
2164,1638,POINT (133.04875563 35.40315394)
2165,1643,POINT (133.15334446 35.28631190999999)
2166,1652,POINT (133.10026846 35.31224303)
2167,1649,POINT (133.2594444 35.36222222)
2168,1646,POINT (133.2978541442467 35.38320862160138)
2169,1636,POINT (133.31371994 35.39642381)
2170,1647,POINT (133.00336185 35.49530711)
2171,1642,POINT (133.0355979760186 35.52580535976436)
2172,1641,POINT (133.0864711262713 35.4223048369686)
2173,1645,POINT (132.6799483144491 35.17018570160364)
2174,1644,POINT (132.72379685 35.08740627000001)
2175,1639,POINT (132.799741281008 35.28307979598221)
2176,1654,POINT (132.55201594 35.22817365)
2177,1655,POINT (132.5447358144309 35.21461437835957)
2178,1656,POINT (132.529321483819 35.19984784441709)
2179,1657,POINT (132.5224770985034 35.21284577909883)
2180,1658,POINT (132.55940871 35.17251489)
2181,1674,POINT (132.5990833 35.04116667000002)
2182,1676,POINT (132.53590157 34.84746741)
2183,1675,POINT (132.30189654 34.90006658)
2184,1681,POINT (132.11950236 34.86617132)
2185,1683,POINT (132.113928426515 34.87803118711485)
2186,1684,POINT (132.11950236 34.86617132)
2187,1686,POINT (132.14545154 34.8089356)
2188,1687,POINT (132.09648884 34.83257852)
2189,1685,POINT (132.1092208007265 34.82771775851369)
2190,1690,POINT (132.0698632783327 34.75089495033783)
2191,1691,POINT (132.03144697 34.72210315999999)
2192,1692,POINT (131.89720354 34.69390904)
2193,1695,POINT (131.9011670941582 34.67236459841316)
2194,1697,POINT (131.9980786382687 34.64752124499388)
2195,1694,POINT (131.9237241423324 34.65408472803047)
2196,1693,POINT (131.9237131301333 34.65409887133242)
2197,1696,POINT (131.9175556 34.65602778000002)
2198,1698,POINT (133.3047760541071 36.24416527454074)
2199,1700,POINT (133.02232214 36.09666015)
2200,1701,POINT (133.02232214 36.09666015)
2201,1635,POINT (132.9515416800842 35.50218154915969)
2202,1677,POINT (132.3501013021029 35.03351784844705)
2203,1689,POINT (131.9849718379383 34.72145758937886)
2204,1634,POINT (132.8057333172464 35.47999979866825)
2205,1637,POINT (133.0456321260344 35.41961841742704)
2206,1682,POINT (132.1163216185425 34.88057726902659)
2207,1699,POINT (133.0278910946517 36.11169022358344)
2208,1604,POINT (134.3328889 35.27147222)
2209,1601,POINT (134.04360959 35.32926505000001)
2210,1603,POINT (134.45948723 35.34735009)
2211,1602,POINT (134.2732002899643 35.51058364609734)
2212,1605,POINT (134.3421722227476 35.4491883356591)
2213,1606,POINT (133.9229183259718 35.44463892513766)
2214,1607,POINT (133.8990503580259 35.39702447549203)
2215,1608,POINT (133.98789528 35.37543809)
2216,1612,POINT (133.72556456 35.37554066)
2217,1610,POINT (133.7545294535832 35.38692587282592)
2218,1609,POINT (133.7732707429247 35.39028936500522)
2219,1611,POINT (133.7658889 35.3885)
2220,1614,POINT (133.7087297234531 35.4309371596644)
2221,1615,POINT (133.7021389 35.44113889)
2222,1617,POINT (133.6450946053249 35.44208824764183)
2223,1618,POINT (133.6070004764619 35.42819332225109)
2224,1622,POINT (133.4207818084343 35.42564809217319)
2225,1623,POINT (133.30204931 35.22722588)
2226,1624,POINT (133.31449507 35.20523495000001)
2227,1627,POINT (133.5544861395686 35.29297891629476)
2228,1628,POINT (133.49139915 35.26233582)
2229,1626,POINT (133.4375489844592 35.30769704283085)
